AnketNo,Cinsiyet,Sinif,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53
1238,E,8,3,1,3,3,1,1,3,2,1,2,1,2,3,1,3,2,3,2,1,1,3,1,2,3,2,1,2,2,1,1,1,3,1,1,3,1,3,1,1,1,1,1,1,1,1,2,4,1,2,1,1,2,4
1239,K,8,2,1,1,4,1,2,4,4,2,3,1,3,4,1,2,2,1,1,1,1,2,1,2,4,2,2,1,1,1,1,1,1,4,1,4,1,1,1,1,3,4,1,2,4,4,4,1,4,2,1,1,1,1
1240,K,8,2,4,4,1,3,1,4,4,4,2,1,1,4,2,2,4,2,4,1,1,2,4,3,4,2,2,1,3,2,2,1,3,2,3,4,2,3,3,4,3,4,3,4,3,3,1,4,4,2,2,1,4,4
1241,K,8,2,1,4,1,2,1,4,4,2,1,2,1,4,2,1,4,4,2,2,1,2,4,2,2,4,2,2,2,4,4,1,4,3,3,4,2,1,2,4,2,3,3,2,3,4,3,4,4,2,2,1,1,4
1242,K,8,2,2,4,3,2,2,4,4,4,2,1,2,2,2,1,2,2,2,4,1,1,2,3,2,2,3,3,3,2,2,3,2,2,2,3,2,2,4,4,2,2,3,2,2,2,2,4,4,2,2,3,2,4
1243,E,8,2,4,4,4,2,1,4,4,4,1,1,1,4,1,4,1,4,1,4,1,1,4,1,2,3,3,1,1,2,3,1,1,4,4,4,1,4,3,1,1,4,1,1,4,1,4,4,4,1,1,4,1,4
1244,E,8,2,1,4,3,4,1,4,4,4,2,4,2,4,4,2,4,4,3,4,4,4,3,1,3,2,4,1,1,4,3,2,3,4,4,4,4,4,4,4,4,1,2,4,4,2,4,4,4,4,4,1,4,3
1245,K,8,3,4,1,1,4,1,4,4,4,4,1,4,4,4,4,4,4,1,4,3,4,4,1,4,4,4,1,4,4,4,1,4,4,1,4,4,1,4,1,1,4,1,4,4,4,4,4,4,2,1,2,4,4
1246,K,8,2,4,4,1,4,1,4,4,4,4,2,1,4,4,4,4,4,4,4,2,4,4,1,2,4,2,1,3,4,4,2,4,4,2,4,4,3,4,2,4,2,3,4,4,2,4,4,4,2,4,1,4,4
1247,K,8,3,2,4,3,2,1,2,2,2,4,1,3,2,3,2,4,4,4,4,1,2,3,2,4,2,2,3,1,2,2,1,2,4,4,4,2,2,4,2,4,4,3,2,4,2,4,2,2,1,2,1,2,1
1248,K,8,2,2,4,1,3,1,4,4,2,2,1,2,4,3,4,2,4,1,3,2,2,4,1,2,2,4,1,2,4,4,2,4,4,1,2,4,2,1,2,4,4,4,4,2,4,4,2,4,2,4,2,4,2
1249,K,8,3,1,4,2,4,1,4,4,3,4,2,2,4,3,2,4,4,3,2,3,4,2,4,4,4,3,1,4,2,4,3,2,4,4,4,3,2,4,4,4,4,1,3,4,2,2,2,4,2,3,1,4,3
1250,K,8,2,1,3,1,4,1,4,4,3,2,1,2,4,1,1,4,2,2,1,1,1,4,4,3,1,1,1,4,4,4,1,3,4,1,1,4,3,2,4,1,2,1,4,2,1,2,3,4,1,4,3,4,4
1251,K,8,2,3,2,1,2,3,4,4,3,4,3,4,3,2,3,2,3,4,3,1,1,2,1,3,2,3,1,1,4,4,3,4,4,2,3,2,2,4,4,3,2,4,3,3,4,3,4,3,2,3,3,2,3
1252,E,8,4,4,3,1,1,2,4,4,4,3,1,2,1,1,2,4,4,4,4,1,1,4,4,4,2,1,1,2,3,4,1,1,4,1,2,2,3,1,1,2,2,3,1,3,1,4,4,4,3,1,3,4,3
1253,E,8,1,1,2,1,2,2,2,2,3,2,3,4,2,1,2,2,4,4,4,1,2,2,4,2,1,3,2,4,2,2,1,3,4,1,2,2,1,2,2,1,1,2,2,2,3,3,2,2,2,2,1,3,3
1254,E,5,2,4,3,3,4,3,4,3,3,2,3,3,4,3,3,4,4,4,3,1,2,4,1,4,4,4,1,1,3,2,2,3,4,1,2,2,3,4,4,2,3,2,3,3,2,4,1,1,1,2,4,4,3
1255,E,5,3,2,4,1,2,1,3,1,3,2,4,2,3,1,4,2,1,2,4,2,1,3,2,4,1,4,1,1,2,3,4,1,3,3,1,4,2,1,3,2,4,1,4,3,2,1,4,3,2,4,1,3,4
1256,K,5,3,1,4,3,2,1,2,2,3,4,2,3,4,2,4,3,4,3,2,3,1,1,4,4,3,1,4,4,4,1,2,3,3,1,4,4,2,3,4,4,2,1,4,1,2,3,4,4,3,3,2,4,4
1257,E,5,2,4,2,4,1,1,4,3,3,1,4,3,2,2,4,1,3,1,2,1,4,3,2,1,3,2,1,2,3,4,3,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,1,2,3,4
1258,E,5,3,3,2,4,3,4,4,2,4,4,3,4,3,3,4,1,4,4,4,2,4,4,1,1,3,4,2,4,4,4,3,4,4,3,4,4,2,1,4,4,4,4,4,4,4,4,4,1,4,4,1,4,3
1259,K,5,2,4,4,3,4,1,3,4,3,4,3,3,4,1,2,4,4,4,4,4,4,4,4,4,4,3,1,4,1,4,4,4,4,3,4,4,2,4,4,4,4,4,3,4,4,4,4,4,2,4,1,4,4
1260,E,5,2,3,4,1,2,3,2,4,4,2,3,1,4,3,4,2,4,2,4,2,1,4,2,3,4,1,1,4,3,2,4,2,1,3,4,2,4,4,2,3,1,4,4,1,2,4,3,2,4,2,1,4,4
1261,E,5,3,2,4,1,3,4,4,4,3,1,1,4,4,3,4,4,4,4,4,2,1,4,1,4,4,4,1,2,2,4,4,3,4,3,4,4,4,3,4,4,3,4,3,4,3,4,3,3,4,4,1,4,4
1262,E,5,1,2,4,3,4,4,4,3,3,4,1,4,2,1,3,4,4,4,4,3,2,4,4,4,4,2,1,2,4,3,4,3,4,1,4,4,4,2,3,4,4,3,4,2,1,4,3,4,4,3,3,4,3
1263,E,5,1,3,4,1,3,1,4,4,4,3,1,3,4,4,4,4,4,4,4,1,4,4,1,4,4,4,1,4,4,3,3,4,4,4,4,4,4,4,4,4,3,2,4,3,2,4,4,3,4,4,1,4,3
1264,E,5,1,4,4,3,4,4,3,2,2,3,1,4,2,3,1,4,3,4,4,3,4,4,1,3,4,3,1,1,1,4,2,4,4,1,4,4,2,1,4,3,4,2,4,1,4,4,2,1,1,1,2,4,2
1265,E,5,1,1,1,1,4,1,2,2,4,1,1,1,2,4,3,2,4,4,1,3,2,4,2,4,4,4,3,1,1,2,4,4,3,2,1,3,2,3,4,2,1,3,2,2,1,2,4,1,2,1,1,4,2
1266,E,5,1,1,4,1,4,4,3,4,4,4,1,3,4,1,4,4,4,4,4,2,4,4,1,4,4,4,1,1,4,4,1,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4
1267,K,5,2,4,4,1,1,4,4,4,4,1,4,1,4,4,4,4,4,4,4,4,2,4,3,4,4,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,1,4,1,3,4,1,4,4
1268,K,5,2,4,4,1,4,1,4,4,4,4,3,1,4,3,4,4,4,4,4,3,4,4,1,4,4,4,1,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,1,4,1,4,4
1269,E,5,1,3,4,1,3,1,4,4,4,3,1,3,4,4,4,4,4,4,4,1,4,4,1,4,4,4,1,4,4,3,3,4,4,4,4,4,4,4,4,4,3,2,4,3,2,4,4,3,4,4,1,4,3
1270,E,5,2,3,4,4,4,3,4,4,4,4,3,4,3,3,3,4,4,4,4,2,3,3,1,4,4,2,4,1,3,1,3,4,4,3,4,4,3,3,4,4,4,4,3,3,2,4,4,4,4,4,3,4,4
1271,E,5,1,2,3,3,4,2,1,3,2,2,1,2,2,1,2,4,4,4,4,1,1,3,3,2,1,2,2,1,1,4,2,4,3,1,4,2,4,2,4,1,3,1,1,2,3,4,2,2,3,4,3,4,4
1272,K,5,1,4,3,3,4,4,2,4,2,1,4,3,4,1,2,4,3,4,4,1,4,1,4,4,2,4,4,1,4,3,2,4,4,4,3,1,4,4,4,1,2,3,4,1,1,4,4,3,1,4,4,4,4
1273,E,5,2,4,4,4,4,4,1,4,4,3,4,2,3,4,4,3,4,4,4,3,3,4,1,4,4,3,1,2,4,4,4,3,3,2,4,4,4,4,4,3,2,1,4,3,4,3,4,3,3,4,3,4,4
1274,E,5,2,3,4,4,2,1,4,1,4,3,1,4,3,4,4,2,4,4,4,2,3,1,3,4,3,2,4,3,1,1,4,3,4,1,4,3,4,1,4,4,4,3,4,2,2,4,4,4,3,2,2,3,4
1275,K,5,1,3,4,1,2,1,3,4,4,3,1,1,4,2,2,4,4,2,4,2,3,4,4,4,4,3,2,4,3,1,3,3,4,1,3,4,4,4,3,4,2,4,1,3,4,4,2,4,1,2,4,2,3
1276,E,5,3,1,2,2,3,4,3,2,4,2,3,3,2,3,4,3,4,4,2,1,3,3,4,3,3,4,3,4,2,3,3,4,3,2,4,1,3,2,2,3,4,3,4,2,3,4,4,1,4,3,4,4,4
1277,E,5,1,2,4,1,1,1,4,2,2,2,4,4,4,4,4,4,2,4,4,2,2,4,1,4,4,4,1,1,4,3,4,4,4,4,3,1,4,4,4,4,2,4,4,4,2,4,4,4,4,4,1,4,4
1278,E,5,1,3,1,1,4,4,4,3,2,1,1,2,3,4,3,2,1,2,3,4,4,1,1,4,4,3,2,1,2,4,4,4,4,4,4,2,3,3,3,3,4,4,4,3,4,4,4,4,4,3,4,4,4
1279,K,5,1,2,4,1,1,4,4,4,4,3,1,4,4,3,1,4,4,4,4,1,2,4,4,1,4,4,1,1,4,3,4,4,1,1,2,4,4,4,4,3,1,2,3,2,1,3,4,2,4,3,2,1,4
1280,K,5,3,1,4,1,4,4,2,4,4,2,2,4,2,3,2,4,2,4,4,2,2,1,4,4,1,1,4,4,1,4,2,4,4,2,2,4,4,2,4,4,4,4,2,2,4,4,4,1,1,4,4,4,1
1281,K,5,1,1,4,1,3,4,2,4,4,2,3,4,4,2,3,4,3,2,4,4,2,4,3,4,4,3,1,4,4,1,4,4,3,2,4,4,3,4,3,4,4,3,4,1,2,4,4,4,3,2,4,4,3
1282,K,5,4,1,3,1,4,1,4,4,4,2,1,2,4,1,2,3,4,4,4,2,1,3,2,4,4,3,1,1,4,3,1,4,1,3,4,4,4,4,4,4,1,2,2,3,4,2,4,4,1,2,1,4,4
1291,E,7,1,2,4,3,3,1,4,2,3,1,3,4,2,1,3,4,4,3,4,1,1,2,3,1,4,1,3,4,4,2,1,3,2,4,3,4,1,1,1,4,3,4,2,2,1,1,1,4,2,2,3,3,4
1292,K,6,1,2,4,2,1,4,4,4,4,4,4,1,4,4,4,4,4,2,2,3,2,4,1,4,2,4,4,3,4,4,3,4,4,3,4,4,3,4,3,4,3,2,3,2,3,4,4,4,3,4,2,4,4
1293,E,5,1,2,4,2,2,2,4,4,4,2,1,4,2,1,2,4,3,2,4,2,2,2,2,4,2,2,4,4,4,4,2,4,4,4,2,2,4,4,4,2,2,4,2,2,2,2,2,2,2,4,2,4,4
1294,E,5,3,1,2,1,2,4,1,4,4,2,1,1,4,2,4,4,4,4,2,1,2,4,1,4,3,2,1,4,4,2,1,4,4,4,3,4,2,4,4,4,2,4,2,1,2,4,3,1,1,4,3,4,3
1295,E,5,1,2,4,4,2,4,2,4,2,2,1,4,3,4,3,4,4,3,4,3,3,2,4,1,3,2,4,4,4,3,3,4,3,2,3,4,3,4,4,2,1,4,3,1,3,2,4,1,3,2,3,4,3
1296,K,5,2,4,4,1,4,1,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,1,4,1,4,4
1297,K,5,1,2,4,1,4,4,3,4,3,2,2,4,4,3,2,4,4,4,4,3,2,4,3,2,3,4,1,3,4,3,2,4,4,3,3,4,4,3,4,4,4,3,4,3,4,3,4,4,1,4,1,4,2
1298,K,5,2,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,1,4,1,4,4
1299,K,5,2,1,4,1,2,4,4,4,4,3,1,3,4,4,3,4,4,3,4,3,3,4,4,4,4,1,3,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,3,1,2,4,4,3,4,3,4,4
1300,K,5,1,2,4,1,4,4,3,4,3,2,2,4,4,3,2,4,4,4,4,3,2,4,2,2,3,4,1,2,4,2,2,4,4,4,2,4,4,4,4,3,2,4,4,3,4,2,4,4,1,4,1,4,1
1301,E,5,1,4,4,2,4,1,4,3,2,4,4,4,3,2,2,4,4,2,4,4,1,1,1,4,4,4,4,1,4,4,1,4,2,4,4,2,4,3,4,1,1,4,3,4,4,4,3,4,3,3,3,4,4
1302,K,5,1,2,4,1,4,1,4,4,4,3,4,4,4,4,4,4,4,4,4,3,1,4,4,4,4,1,1,4,4,1,4,4,4,3,4,4,3,4,2,4,3,4,4,2,1,4,4,3,4,4,1,4,4
1303,E,5,3,2,4,4,4,3,4,4,4,2,1,3,4,4,3,4,4,4,4,3,4,4,3,4,3,3,1,1,4,4,2,4,4,4,4,4,4,4,4,3,4,2,4,4,4,3,4,4,3,4,1,4,4
1304,K,5,1,2,4,1,3,4,4,4,4,4,1,1,4,2,3,4,4,4,4,1,2,3,4,4,3,1,4,2,4,4,4,4,4,4,4,4,4,3,4,2,4,1,4,3,1,4,4,4,4,4,3,4,4
1305,K,5,1,2,4,1,2,1,3,4,4,1,2,4,4,2,4,4,4,4,4,3,4,4,4,3,4,3,1,4,4,4,3,4,4,2,4,4,4,4,4,4,3,4,3,4,1,1,4,3,4,4,1,4,3
1306,K,5,1,2,4,1,3,4,4,4,4,4,1,1,4,2,3,4,4,4,4,1,2,3,4,4,3,1,4,4,4,4,4,4,1,4,4,4,4,2,4,2,3,4,4,4,3,4,4,4,1,4,4,2,3
1307,E,5,3,2,4,1,4,1,4,4,4,1,4,4,4,4,1,4,4,4,3,4,4,4,1,4,3,4,1,1,4,4,4,4,4,4,4,4,4,4,2,1,2,4,2,4,4,2,1,2,1,2,3,4,3
1308,E,5,2,4,4,1,4,2,4,2,4,2,4,1,2,4,2,4,4,4,4,2,2,4,3,4,4,4,1,3,4,2,2,4,4,2,4,4,2,4,4,2,3,4,4,2,4,4,4,1,4,4,1,4,4
1309,K,5,2,1,4,1,3,3,4,4,4,4,2,1,4,1,4,4,4,4,4,1,2,4,1,3,4,3,1,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4,3,3,4,4,4,1,2,4,1,4,4
1310,E,5,1,4,4,1,4,1,4,4,4,4,4,2,1,1,1,4,4,2,1,3,1,2,3,4,2,1,1,4,2,4,1,4,4,1,4,4,2,2,1,4,4,1,2,4,1,4,4,1,1,4,1,4,4
1311,E,5,2,4,4,1,4,3,2,2,4,1,4,4,4,2,4,4,4,3,4,4,1,4,1,4,2,4,1,4,4,2,2,2,4,2,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,1,4,4
1312,E,5,1,1,4,1,4,4,4,2,2,4,1,2,4,4,4,2,4,3,3,3,3,4,2,1,4,3,4,2,1,1,1,4,2,1,3,2,4,4,3,2,3,1,3,1,3,2,4,4,3,2,1,3,4
1313,E,5,3,2,4,2,3,1,2,3,1,2,4,1,2,4,1,3,2,4,2,3,1,2,1,4,3,1,4,2,1,3,4,1,3,3,1,2,4,1,3,2,4,2,3,2,3,2,3,1,4,3,2,3,1
1314,K,5,4,4,3,4,1,2,4,4,3,2,4,1,3,2,1,2,3,4,4,4,4,3,1,2,4,2,4,2,1,4,3,4,2,4,1,1,3,3,4,3,3,1,1,3,4,2,4,2,4,4,2,4,3
1315,K,5,2,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,3,4,3,4,3,4,3,4,3,2,4,3,4,4,4,3,4,4,3,2,4,3,3,4,4,3,4,4
1316,E,5,2,2,4,1,2,1,4,4,4,2,4,4,2,2,4,4,4,2,4,4,4,4,2,2,2,2,1,4,4,2,2,4,4,4,4,2,2,2,4,4,3,2,4,3,2,4,4,4,2,4,2,4,4
1317,K,5,3,1,4,1,4,1,4,3,4,3,3,1,4,3,3,4,4,4,4,3,2,1,2,4,4,3,1,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,1,4,3,4,1,4,4,4,4,4
1318,E,5,2,4,4,1,4,3,2,4,4,3,2,4,1,1,3,4,4,3,4,1,4,4,4,1,4,3,1,1,4,3,4,4,4,3,3,4,2,1,3,4,4,4,3,3,4,4,3,2,1,4,4,3,3
1319,E,5,4,1,4,1,4,4,3,4,4,4,1,4,4,1,4,4,4,3,4,3,2,4,2,3,4,3,1,4,1,3,4,3,1,4,4,3,1,4,4,1,4,4,3,3,1,4,4,4,3,4,1,4,4
1320,E,5,2,4,4,1,4,3,2,4,4,3,2,4,1,1,3,4,4,3,4,2,4,4,4,1,4,3,1,1,4,3,4,4,4,3,3,4,2,1,3,4,4,4,3,3,4,4,3,2,1,4,4,3,3
1321,E,5,2,4,4,1,3,1,4,3,4,4,2,4,3,4,4,3,4,4,4,2,4,3,1,3,3,4,1,1,4,3,4,4,4,2,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,1,4,4
1322,E,5,3,4,4,4,2,4,3,1,3,4,3,1,3,2,3,4,4,4,2,3,4,4,1,3,3,4,4,4,3,3,2,3,2,3,4,2,3,4,3,2,1,2,3,3,3,2,4,1,4,2,3,4,4
1323,K,5,2,1,4,1,2,1,4,4,4,2,2,4,4,2,2,2,4,4,4,2,4,4,2,4,4,2,1,4,4,2,2,4,4,4,4,4,2,4,2,4,2,2,4,4,2,2,4,2,4,4,2,4,4
1324,K,5,3,3,4,1,3,1,4,3,4,1,3,4,4,4,4,4,4,4,4,3,4,4,1,4,4,4,1,4,4,2,3,4,4,4,4,3,4,4,4,4,4,2,4,4,4,2,4,3,3,4,1,4,4
1325,E,5,2,3,3,1,4,3,3,4,4,4,2,4,4,3,3,4,4,4,4,2,4,4,1,4,4,3,1,3,4,4,2,4,4,3,3,4,4,2,4,3,4,2,4,3,4,3,3,2,3,4,2,4,4
1326,K,7,2,4,3,1,4,1,3,4,2,4,2,1,3,1,2,4,3,1,2,1,4,3,2,4,4,2,1,3,4,2,1,4,3,2,4,1,3,1,4,4,1,3,2,2,1,3,4,1,3,4,1,3,4
1327,K,7,1,2,2,1,3,1,2,3,4,2,1,4,2,4,2,2,4,4,4,3,4,2,2,2,2,2,4,3,4,2,2,2,4,2,3,2,4,3,2,4,4,3,3,3,1,2,3,4,3,3,4,4,2
1328,K,7,1,4,4,1,2,4,4,3,4,2,4,4,4,2,1,4,2,4,4,1,2,4,4,2,4,4,2,2,2,3,3,4,4,2,4,2,4,3,4,2,2,1,4,1,1,4,4,1,3,4,2,4,3
1329,K,7,1,3,4,1,3,4,3,4,3,4,3,3,4,2,2,4,4,4,4,2,3,2,4,2,4,2,3,1,4,4,1,3,1,2,4,4,2,4,4,4,2,1,2,1,1,4,2,2,4,4,2,2,2
1330,E,7,3,3,4,4,3,3,2,4,2,3,2,4,4,1,1,3,4,4,4,2,1,2,3,4,3,2,3,4,4,1,2,2,4,3,4,4,2,3,2,4,4,1,3,4,2,4,1,4,1,3,2,1,4
1331,E,7,1,1,2,4,1,1,1,2,4,4,1,4,1,1,4,3,4,4,1,3,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,1,1,4,2,3,4,2,1,2,1,2,1,4,1
1332,K,7,1,4,4,1,2,1,4,4,4,4,4,4,1,1,4,4,4,4,4,3,4,4,1,4,4,4,3,1,1,4,3,4,4,3,4,1,1,4,4,2,4,4,4,4,3,4,4,4,2,4,1,4,4
1333,K,7,2,1,4,3,2,1,4,2,4,4,3,4,2,3,2,3,4,4,3,3,4,4,4,2,2,3,4,4,4,3,4,2,4,3,4,2,3,4,4,2,4,4,2,1,3,4,4,4,4,4,4,2,4
1334,K,5,3,3,4,1,3,1,4,3,4,1,3,4,4,4,4,4,4,4,4,3,4,4,1,4,4,4,1,4,4,2,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,2,4,3,3,4,1,4,4
1335,E,7,1,2,4,2,4,3,4,4,3,4,2,4,4,3,4,4,4,4,4,4,4,3,1,4,3,4,1,1,4,4,1,4,4,4,4,4,4,4,4,2,3,3,4,4,1,4,4,4,4,4,1,4,2
1336,K,7,1,4,4,1,4,1,4,2,4,4,1,1,4,4,2,4,4,2,4,3,2,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,2,4,4,4,2,4,4,4,4,4,2,4,4,1,4,4
1337,E,7,1,2,4,2,4,2,4,4,4,4,2,4,4,4,2,4,4,4,4,4,2,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,2,4,2,4,4
1338,K,7,1,4,4,1,4,2,1,4,4,4,1,3,4,1,4,2,4,2,4,4,4,4,4,4,4,4,1,1,4,4,2,4,4,2,3,4,4,4,4,1,4,1,4,4,2,1,4,2,1,4,1,4,4
1339,E,7,3,4,4,1,2,3,4,3,2,1,2,3,4,2,4,4,2,4,1,2,4,4,4,4,2,4,1,3,4,4,1,4,3,2,1,4,3,4,4,2,3,4,4,3,2,1,4,4,4,3,1,4,4
1340,K,7,3,4,4,1,4,4,4,4,3,3,1,4,4,1,3,4,4,4,4,2,1,4,4,2,4,3,2,4,4,1,4,3,4,2,4,4,4,4,4,4,3,3,4,3,4,3,4,4,4,4,2,4,4
1341,K,7,3,2,4,1,2,1,4,4,4,2,2,2,4,2,1,4,4,4,4,2,4,4,3,2,2,4,3,1,4,2,3,3,4,3,4,4,2,2,4,4,2,1,2,2,4,4,4,4,1,1,3,4,4
1342,K,7,2,2,2,1,4,2,2,4,4,4,2,4,4,4,2,4,4,2,4,2,4,2,2,4,4,4,2,2,4,2,2,4,4,2,2,4,4,2,4,2,2,4,4,4,2,4,2,2,4,4,2,4,3
1343,E,7,2,4,2,3,2,3,4,4,4,2,2,2,4,2,4,2,4,4,4,2,2,2,1,4,4,2,1,2,2,3,2,2,4,3,4,2,2,2,4,4,1,2,2,3,2,2,4,3,3,3,1,4,4
1344,E,7,2,4,4,3,3,1,1,4,4,4,1,4,4,1,3,4,4,2,4,3,1,4,4,4,3,4,4,4,1,3,4,4,1,4,4,4,4,4,3,1,4,4,4,4,4,4,3,4,3,1,4,4,4
1345,E,7,3,2,4,3,2,4,4,2,4,1,1,3,3,2,4,3,2,4,3,2,3,4,1,3,3,3,2,1,4,1,2,3,4,2,4,3,2,3,4,3,2,1,2,4,3,2,3,4,4,3,1,4,3
1346,E,7,2,3,4,4,3,4,1,4,2,3,4,3,4,3,3,4,4,4,4,1,1,4,2,4,3,3,4,1,4,1,3,4,4,1,4,4,4,3,4,2,3,4,3,2,2,4,4,1,3,4,2,3,4
1347,K,7,1,2,4,1,4,1,4,4,4,4,1,4,4,4,4,4,3,4,4,4,4,4,2,4,4,3,1,3,4,4,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,3,3,3,4,4,4,4
1348,K,7,3,2,4,1,2,1,3,4,3,2,4,3,4,2,3,4,2,2,4,4,3,2,3,2,3,2,3,1,3,1,4,2,4,3,4,2,1,2,1,4,3,2,1,4,2,4,1,4,1,2,1,4,4
1349,K,7,2,3,4,4,3,3,4,4,4,2,3,3,4,2,4,4,4,4,4,2,2,4,4,2,4,2,2,4,4,2,4,4,2,1,4,4,3,4,3,4,4,2,2,4,2,1,4,4,3,3,2,4,3
1350,E,7,2,1,1,1,4,4,4,4,4,3,1,2,1,1,2,2,1,4,4,2,3,2,4,3,2,1,3,4,2,1,2,1,1,1,2,1,3,3,2,3,2,3,2,1,2,1,4,4,4,2,1,4,1
1351,E,7,2,1,3,2,4,4,1,2,2,3,2,3,2,4,4,3,4,2,2,1,1,2,3,2,2,3,2,1,4,3,2,2,3,4,4,4,3,2,2,2,3,4,1,1,2,3,3,2,2,4,3,2,1
1352,K,7,1,4,4,1,2,1,2,4,4,4,1,4,4,2,4,4,4,4,2,2,4,4,1,2,4,4,1,1,4,2,4,4,4,2,4,4,4,4,4,4,4,2,4,3,2,4,4,4,4,4,1,4,4
1353,K,7,3,4,4,1,4,3,2,4,4,1,3,4,4,4,4,2,4,4,4,3,4,4,4,2,4,3,2,4,4,2,3,4,4,1,4,4,4,2,4,4,1,3,4,1,4,4,4,4,4,2,4,4,4
1354,E,7,1,4,4,2,3,4,4,4,4,4,3,4,1,1,4,1,4,4,4,1,1,1,1,4,4,1,1,4,4,1,1,1,4,4,4,4,1,1,1,4,4,4,4,4,1,4,1,1,4,2,1,4,4
1355,K,7,1,2,4,1,1,1,3,1,4,2,1,4,1,2,4,3,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1,3,3,2,4,4,4,2,4,1,1,4,4,1,1,2,4,3,4,4,3,4,3
1356,K,7,1,4,4,1,4,1,4,4,4,4,4,3,4,3,4,4,4,4,4,2,4,4,1,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,1,4,4
1357,K,7,1,1,1,1,4,1,3,4,1,4,1,1,2,3,2,4,1,2,3,4,3,1,1,2,4,4,1,4,3,2,4,1,2,4,2,3,2,1,1,1,4,4,3,4,4,4,4,4,2,3,1,4,4
1358,E,6,3,2,2,1,4,1,2,4,4,2,1,4,4,1,2,2,4,4,2,2,1,1,1,4,3,4,1,4,4,2,3,4,4,3,4,4,3,4,4,1,4,1,4,3,1,2,4,4,4,4,2,4,4
1359,E,6,1,1,4,1,3,3,4,4,3,4,1,3,4,3,4,4,4,4,4,1,3,2,3,1,3,4,3,1,4,4,1,4,4,3,1,4,4,4,4,3,4,1,4,4,4,4,4,4,4,3,2,2,2
1360,K,6,1,3,4,1,4,1,3,3,4,3,3,3,3,1,3,2,3,2,2,3,3,2,1,3,2,2,3,2,2,3,3,4,1,1,1,4,2,2,2,3,3,2,3,3,1,2,2,2,3,3,3,4,3
1361,E,6,1,1,4,1,3,3,4,4,3,4,1,3,4,3,4,4,4,4,4,1,3,2,3,1,3,4,3,1,4,4,1,4,4,3,1,4,4,4,4,3,4,1,4,4,4,4,4,4,4,3,2,2,2
1362,E,6,3,3,3,2,2,2,3,3,2,2,4,2,3,3,3,2,3,4,4,3,4,4,3,2,3,3,4,3,3,3,3,3,2,3,4,4,4,4,3,4,4,4,3,3,4,3,1,3,3,2,4,3,4
1363,E,6,1,1,4,1,2,4,2,3,4,3,4,4,4,4,4,4,4,4,4,3,1,1,1,4,3,2,1,2,2,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,2,3,4,4,4,2
1364,E,6,2,2,1,1,2,2,4,3,2,4,4,3,3,3,2,3,3,3,4,4,4,3,1,4,2,2,3,1,3,4,3,4,3,4,4,3,1,4,3,4,3,3,3,2,1,4,4,3,2,3,4,4,3
1365,E,6,1,2,4,1,4,1,4,4,3,3,2,1,4,3,3,4,4,3,3,2,4,4,4,4,4,3,4,4,4,3,4,3,4,2,4,4,2,4,4,4,4,3,4,4,4,3,4,4,3,2,1,4,4
1366,K,6,2,1,4,1,4,1,4,1,2,4,2,4,2,1,2,4,4,4,2,4,2,4,4,4,2,2,2,4,4,2,2,4,4,2,2,4,2,4,2,2,4,4,2,2,2,2,2,2,2,4,2,4,2
1367,K,6,3,4,4,4,2,3,4,4,3,4,2,2,4,1,1,4,1,4,2,2,4,2,2,4,4,2,4,4,4,4,2,3,4,1,3,4,4,3,4,3,4,4,4,4,3,4,3,3,1,3,4,4,4
